smiles,solubility,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCCCCCCC(=O)C,-2.58,10.47643857079869,0.33009117535903276,10.47643857079869,0.33009117535903276,0.5209988837775531,142.242,124.09799999999997,142.135765196,60,0,0.1293399502822649,-0.30003102349469607,0.30003102349469607,0.1293399502822649,1.1,1.7,2.2,2.838589121813916,86.72905595320057,7.819990956308912,7.150888977583149,7.150888977583149,4.770055610029662,4.2647843170117525,4.2647843170117525,2.866228665495706,2.866228665495706,1.632392158505876,1.632392158505876,0.9774988695386136,0.9774988695386136,-0.33,142.19516056908168,9.67,6.785340253748558,7.669999999999999,63.82031004304618,4.794537184071822,5.783244946364939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,13.344558822616634,6.4208216229260096,0.0,4.794537184071822,5.783244946364939,0.0,0.0,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,52.372404136937305,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,12.841643245852019,25.683286491704038,6.923737199690624,0.0,6.923737199690624,0.0,0.0,0.0,10.47643857079869,0.0,0.0,0.33009117535903276,0.0,6.994269652305366,3.8658672682035777,0.0,0.8888888888888888,10,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2.935900000000001,44.057000000000016,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CCCOC,-0.39,4.690972222222222,0.8888888888888888,4.690972222222222,0.8888888888888888,0.4752681489358652,74.12299999999999,64.043,74.07316494,32,0,0.04591316695736666,-0.38470097706288764,0.38470097706288764,0.04591316695736666,1.6,2.2,2.2,2.19060968716425,11.119415478763749,4.121320343559642,3.822461852836958,3.822461852836958,2.414213562373095,1.9040302062452235,1.9040302062452235,0.9927992798267442,0.9927992798267442,0.40824829046386296,0.40824829046386296,0.20412414523193148,0.20412414523193148,-0.04,11.245112497836532,4.960000000000001,3.9600000000000004,3.9600000000000004,32.94762260052625,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.4208216229260096,13.716679505790452,0.0,4.736862953800049,0.0,0.0,0.0,0.0,13.344558822616634,13.716679505790452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.716679505790452,4.736862953800049,0.0,13.344558822616634,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,13.027703587438928,0.0,7.109797541277533,0.0,6.923737199690624,4.736862953800049,4.690972222222222,0.0,0.0,0.0,0.0,0.0,0.0,1.1215277777777777,2.975694444444444,1.7118055555555556,1.0,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.0428,22.166999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1cnc2c(c1)ccc3ncccc23,-2.68,4.369351851851851,0.9987962962962965,4.369351851851851,0.9987962962962965,0.4969799703454515,180.20999999999998,172.14599999999996,180.068748256,66,0,0.0795451487101647,-0.25618358226738563,0.25618358226738563,0.0795451487101647,0.7857142857142857,1.6428571428571428,2.642857142857143,2.610318687415942,547.2925174892929,9.38046888862398,7.513229344516924,7.513229344516924,6.949489742783178,4.5349785800402,4.5349785800402,3.210772277525799,3.210772277525799,2.353335093485165,2.353335093485165,1.6965606731333644,1.6965606731333644,-1.96,3408.8077627956786,7.444412301848199,2.7710289600439837,0.9729204896447569,81.2340281448604,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,12.13273413692322,24.26546827384644,23.166135572155746,11.033401435232523,0.0,21.805849864162113,0.0,9.967957041894417,0.0,0.0,0.0,48.79188955399581,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,48.79188955399581,0.0,21.805849864162113,0.0,25.78,0.0,0.0,0.0,0.0,0.0,21.805849864162113,0.0,6.196843571613076,24.395944776997904,28.167058247279247,0.0,0.0,0.0,8.660685941043084,2.2764814814814818,2.0248148148148153,0.0,12.087739984882843,3.6169444444444445,0.0,0.0,0.0,14,0,2,0,0,0,1,2,3,2,0,2,0,0,0,0,3,2.7830000000000004,57.044000000000025,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893,12.41230678382464,-0.6145342025699165,12.41230678382464,0.06406326110691185,0.7476258148419598,308.3330000000001,292.205,308.10485899199995,116,0,0.3433659361745307,-0.5065917727995054,0.5065917727995054,0.3433659361745307,1.0869565217391304,1.7391304347826086,2.4347826086956523,2.2580724675530317,909.5509726944721,16.396976746569035,12.652567939974356,12.652567939974356,11.07538740046941,7.367289200637053,7.367289200637053,5.517369609663823,5.517369609663823,3.86185397401564,3.86185397401564,2.8145578316488793,2.8145578316488793,-2.88,187785.02349075026,15.032579420487952,6.084896581778482,2.8788855581374135,132.5520250911752,9.523678331894054,17.115776921291086,0.0,0.0,0.0,5.625586319077987,4.794537184071822,4.794537184071822,0.0,0.0,42.46456947923127,24.619922828310838,12.338727669087403,10.949675706161791,14.318215515965875,16.75248930247198,0.0,0.0,0.0,19.262464868778025,0.0,76.14433010269829,0.0,5.749511833283905,5.625586319077987,0.0,5.749511833283905,0.0,10.889772341205646,4.794537184071822,0.0,30.389367852172015,63.80899173727966,0.0,10.969244356107037,0.0,67.50999999999999,11.54349236523938,14.69560176298435,0.0,23.517029894271847,10.969244356107037,5.563451491696996,6.923737199690624,24.26546827384644,30.33183534230805,0.0,4.417150937053347,5.330790107709751,0.0,24.085016219450743,11.068085317460316,0.6346026497018569,-0.71544364659444,16.00337060132695,0.12566822562358304,1.4679105253212394,0.0,0.15789473684210525,23,1,4,0,0,0,2,1,3,4,1,4,4,0,0,0,3,3.609600000000003,87.73180000000005,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878,11.678522297808012,-0.4140123456790119,11.678522297808012,0.005691609977323875,0.7933823099108368,221.647,213.58299999999997,221.035589556,76,0,0.29187544116138525,-0.3960485313377385,0.3960485313377385,0.29187544116138525,1.2666666666666666,1.9333333333333333,2.6,2.6602820094110218,536.1089189358535,10.836498814253964,7.722091838800387,8.478020784818842,7.198377302757662,4.286552738696249,4.664517211705477,2.9663986586978592,3.3443631317070865,1.9466363746676105,2.3265213653575003,1.1986165804857227,1.327465744170498,-1.8099999999999996,3255.848303310808,9.733912004652456,3.744477633359755,1.7121178631944634,90.9108973663922,5.733667477162185,5.022633313741326,0.0,0.0,5.559266895052008,0.0,4.794537184071822,0.0,9.780484743446223,0.0,29.800041095617345,12.13273413692322,0.0,17.5716161209802,0.0,17.28832616491608,0.0,9.780484743446223,0.0,0.0,5.733667477162185,51.905116306786276,0.0,5.687386274683562,11.292934372214193,5.687386274683562,0.0,11.600939890232516,9.780484743446223,0.0,0.0,0.0,41.32321609799295,5.022633313741326,5.687386274683562,0.0,60.91,5.559266895052008,4.794537184071822,0.0,10.710019588424888,5.687386274683562,0.0,10.878646506758262,12.13273413692322,18.19910120538483,5.098681808301038,17.3346073673947,1.207037037037037,5.734369960947341,11.678522297808012,3.8979195011337873,5.891429988662133,0.0,9.010628621819098,1.3578703703703703,0.0,0.0,0.0,15,2,4,0,0,0,1,1,2,4,1,5,1,0,0,0,2,1.4681,59.25640000000001,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CCC(C)(C)C,-5.05,2.300972222222222,0.5320138888888889,2.300972222222222,0.5320138888888889,0.5339051517407362,128.259,108.09899999999998,128.15650064,56,0,-0.03825133759960815,-0.06277326460408876,0.06277326460408876,0.03825133759960815,1.1111111111111112,1.5555555555555556,1.6666666666666667,3.2807108400137506,64.59772060569361,7.49156383156272,7.49156383156272,7.49156383156272,3.9165022194363885,3.9165022194363885,3.9165022194363885,4.4931821564919865,4.4931821564919865,1.471687836487032,1.471687836487032,0.7216878364870322,0.7216878364870322,0.0,51.0033566944173,9.0,3.239669421487603,8.0,59.6587879430024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.03950762137913,17.75371813848418,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,47.46032924430513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,47.46032924430513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,5.917906046161393,12.841643245852019,0.0,0.0,34.61868599845312,0.0,0.0,0.0,0.0,0.0,0.5320138888888889,0.865023148148148,0.0,2.716435185185185,11.469861111111111,0.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.468700000000003,43.52700000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,12.119726158982111,-0.6687962962962966,12.119726158982111,0.018303099017384694,0.5992714485146342,288.255,276.159,288.063388104,108,0,0.17390922533937034,-0.5076785670448518,0.5076785670448518,0.17390922533937034,0.9523809523809523,1.7142857142857142,2.4285714285714284,2.0139232497137,737.1839683526324,15.14589989101247,10.776559359251863,10.776559359251863,9.952397498181153,6.2315889676030825,6.2315889676030825,4.819977147624495,4.819977147624495,3.356230328034441,3.356230328034441,2.3518266921680904,2.3518266921680904,-2.8899999999999997,56060.202076412104,13.10974753475477,4.58818655735845,2.2029693527502374,119.02949485355632,25.162972533162872,28.915953379297015,17.28226861293275,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.06636706846161,17.696185628620217,12.13273413692322,6.4208216229260096,29.957509717234693,5.783244946364939,0.0,0.0,0.0,12.524788010674312,0.0,41.45873832570204,0.0,28.747559166419524,4.736862953800049,0.0,28.747559166419524,0.0,26.20935452572776,0.0,0.0,28.446228178140124,30.33183534230805,0.0,0.0,0.0,107.22000000000001,6.103966387748303,25.220646763434644,0.0,46.51507722740747,5.563451491696996,6.06636706846161,24.26546827384644,0.0,0.0,0.0,4.736862953800049,5.611340702947846,0.0,12.119726158982111,37.989747613564354,0.5409101263962379,-1.3679969240782712,6.460038384168073,-0.6870993953136812,0.0,0.0,0.13333333333333333,21,4,6,0,1,1,2,0,2,6,4,6,1,0,0,0,3,2.2155000000000005,71.85970000000002,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,12.89181783824641,-0.6537414965986399,12.89181783824641,0.11621902323065769,0.8564589107930237,324.38000000000005,304.2200000000001,324.1473925,124,0,0.25837501033520976,-0.5079642937125095,0.5079642937125095,0.25837501033520976,0.875,1.4166666666666667,1.9583333333333333,2.0249517771284085,728.0369369106377,17.10408352775558,13.552960402883505,13.552960402883505,11.6302289553358,8.151038427622673,8.151038427622673,5.846843455108179,5.846843455108179,4.155092188446246,4.155092188446246,2.901620077136342,2.901620077136342,-2.819999999999999,372549.25180720823,16.052453343715868,6.743193220459684,2.847872143177904,140.64434228573327,5.106527394840706,11.6674178794453,0.0,0.0,11.814359458703011,0.0,9.589074368143644,10.017825047909064,0.0,0.0,37.964481650927475,42.81902403369567,0.0,11.374772549367124,14.69560176298435,23.189132008070136,0.0,0.0,5.917906046161393,26.186202068468653,10.017825047909064,54.59730361615449,0.0,5.749511833283905,10.017825047909064,11.374772549367124,5.749511833283905,0.0,16.920886853543717,9.589074368143644,5.917906046161393,26.186202068468653,54.59730361615449,0.0,0.0,0.0,60.85000000000001,5.917906046161393,14.69560176298435,0.0,17.563871291986917,17.795594172293132,12.841643245852019,22.150559184832282,24.26546827384644,25.122838405075452,0.0,0.0,0.0,0.0,25.778761967750064,12.338089172231488,1.2193750000000003,-0.9581540871245957,15.442866841168158,2.3074249547283454,2.0383028179132077,0.0,0.2631578947368421,24,1,5,0,1,1,2,0,2,3,1,5,5,0,1,1,3,3.493400000000002,92.53580000000002,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98,12.369822373393802,-0.22000000000000064,12.369822373393802,0.10407407407407399,0.8061469513152792,239.318,222.18199999999993,239.131014164,92,0,0.23355922422262435,-0.34799984134298473,0.34799984134298473,0.23355922422262435,0.8333333333333334,1.2222222222222223,1.5555555555555556,2.4521109318132384,465.6348741173285,12.957819157813608,10.706314847049708,10.706314847049708,8.698377302757663,6.009550742812183,6.009550742812183,4.487044765926919,4.487044765926919,2.9535353001439186,2.9535353001439186,2.0267809585224223,2.0267809585224223,-2.0899999999999994,15043.249672087066,12.369104292002639,5.496442955858815,2.5914735972097724,107.8696215533946,4.899909730850478,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,60.6636706846161,11.126902983393991,14.09534396535438,5.917906046161393,4.794537184071822,5.907179729351506,0.0,4.899909730850478,0.0,5.917906046161393,14.09534396535438,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,24.902433425556364,4.794537184071822,0.0,17.044809029555385,60.6636706846161,0.0,0.0,0.0,20.310000000000002,0.0,4.794537184071822,0.0,11.8250857755129,0.0,11.126902983393991,0.0,18.99525369620486,60.6636706846161,0.0,0.0,0.0,0.0,14.013340891912321,0.0,2.0600000000000005,-0.11592592592592665,19.790177626606198,0.0,0.0,3.5857407407407407,0.1875,18,0,2,0,0,0,2,0,2,1,0,2,3,0,0,0,2,2.9067000000000016,73.42100000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oc1cccc(Cl)c1Cl,-1.3,8.883703703703702,0.017746913580247492,8.883703703703702,0.017746913580247492,0.6227397221533862,163.003,158.971,161.963920108,48,0,0.1351975437381777,-0.506337987443325,0.506337987443325,0.1351975437381777,1.2222222222222223,1.8888888888888888,2.3333333333333335,3.2478347337367026,202.0478870500104,6.8533711511285205,4.435193349087289,5.947051241124198,4.21521405516327,2.3455882066154987,3.1015171526339533,1.5729437012815084,2.358108301031342,0.9312122039111687,1.7401390812563475,0.4924153966622438,0.787955036372741,-0.4000000000000001,109.737515096202,6.716279069767443,2.4602853745541022,1.2885813148788927,62.83216932545633,5.106527394840706,10.772145147025231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.268246848926644,12.13273413692322,0.0,5.022633313741326,5.106527394840706,23.20187978046503,0.0,0.0,0.0,0.0,0.0,28.244367832867486,0.0,5.749511833283905,0.0,0.0,5.749511833283905,23.20187978046503,5.106527394840706,0.0,0.0,0.0,18.19910120538483,10.045266627482652,0.0,0.0,20.23,0.0,0.0,0.0,10.772145147025231,5.022633313741326,0.0,6.06636706846161,12.13273413692322,0.0,0.0,28.30840717530574,0.0,11.017716049382715,0.0,9.463179012345678,0.0,0.017746913580247492,4.72358024691358,0.0,0.0,0.0,0.0,9,1,1,0,0,0,1,0,1,1,1,3,0,0,0,0,1,2.699,38.12680000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.358,9.942733134920635,-1.739073654153019,9.942733134920635,0.6673665175946919,0.24325846760776557,342.297,320.12100000000004,342.11621152399994,136,0,0.18673230356925163,-0.39356651509080415,0.39356651509080415,0.18673230356925163,0.6521739130434783,1.2608695652173914,1.826086956521739,2.114861902481824,378.01843836179484,17.309036597829,11.99016988966061,11.99016988966061,10.810968167888424,7.07902568048413,7.07902568048413,5.526831882757004,5.526831882757004,3.978972609908436,3.978972609908436,2.5696940534201476,2.5696940534201476,-0.43999999999999995,108711.66777880747,18.89235232228663,7.630403592249655,3.6467229106733217,130.43645768522254,55.062808020125786,48.83173110198641,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,55.062808020125786,0.0,0.0,0.0,0.0,61.411784560656834,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47776764840835,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,189.52999999999997,74.62554848968267,35.745691763884935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31711625624085,15.261925941672967,0.0,0.0,76.48660504325187,0.0,0.0,0.0,-15.570181379650627,-1.345016271940875,0.0,1.0,23,8,11,0,2,2,0,0,0,11,8,11,4,0,2,2,2,-5.397199999999993,68.61940000000004,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24,10.903093348450492,-0.7031481481481479,10.903093348450492,0.032129629629629175,0.4388711477830505,184.147,176.08299999999997,184.037173356,70,0,0.3376255006732575,-0.5041437396045628,0.5041437396045628,0.3376255006732575,1.2307692307692308,1.6923076923076923,2.076923076923077,3.20372282479125,321.38277726093344,10.008071689507773,6.812837905806853,6.812837905806853,6.0577493102643665,3.392017512556915,3.392017512556915,2.3546861794954217,2.3546861794954217,1.490779323525852,1.490779323525852,0.8398912609199528,0.8398912609199528,-1.9100000000000001,736.7044153017714,9.180171325518485,3.2203779509371033,1.6361696630964544,73.81905593442886,20.056445138322168,0.0,17.248535499851716,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,12.13273413692322,0.0,12.673249032974528,24.85098232239399,5.969305287951849,0.0,0.0,0.0,0.0,7.109797541277533,17.696185628620217,0.0,17.248535499851716,0.0,0.0,17.248535499851716,0.0,28.398685013751496,4.736862953800049,0.0,10.357988675768818,12.13273413692322,0.0,0.0,0.0,86.99000000000001,23.217840787803564,4.794537184071822,0.0,5.563451491696996,0.0,12.13273413692322,7.109797541277533,0.0,0.0,4.736862953800049,15.319582184522117,4.343331443688586,0.0,10.903093348450492,26.94822940287226,-0.032129629629629175,-2.500876795162509,2.0017592592592592,0.0,0.0,1.1699263038548753,0.125,13,3,5,0,0,0,1,0,1,5,3,5,1,0,0,0,1,0.5899999999999996,42.77590000000002,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,2.246574074074074,1.3305120937263797,2.246574074074074,1.3305120937263797,0.24345418372476169,252.31599999999997,240.21999999999994,252.093900384,92,0,-0.0020347856551073858,-0.06160705598363455,0.06160705598363455,0.0020347856551073858,0.35,0.8,1.3,2.3291505869732854,998.0049697160237,13.10408352775558,10.928203230275512,10.928203230275512,9.932652990377573,6.976067743425171,6.976067743425171,5.418517833155046,5.418517833155046,4.393232998770479,4.393232998770479,3.557442519100481,3.557442519100481,-2.5999999999999988,109132.84110239291,10.21902349550179,3.486521567643158,1.1198586037116531,116.13708612657338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,43.089793715718365,0.0,0.0,0.0,43.089793715718365,0.0,0.0,0.0,0.0,0.0,72.79640482153933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,0.0,43.089793715718365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.089793715718365,0.0,0.0,72.79640482153933,0.0,0.0,0.0,0.0,10.894357520786095,0.0,0.0,26.43897581254724,0.0,0.0,0.0,0.0,20,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,5.737200000000003,87.65200000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
